,agent1,agent2,agent3,agent4,agent5,agent6,agent7,agent8,agent9,agent10,agent11,agent12,agent13,agent14,agent15,agent16,agent17,agent18,agent19,agent20,agent21,agent22,agent23,agent24,agent25,agent26,agent27,agent28,agent29,agent30,agent31,agent32,agent33,agent34,agent35,agent36,agent37,agent38,agent39,agent40,agent41,agent42,agent43,agent44,agent45,agent46,agent47,agent48,agent49,agent50
ep11,15.0,16.0,11.0,16.0,16.0,10.0,15.0,13.0,16.0,14.0,16.0,16.0,15.0,16.0,16.0,14.0,15.0,15.0,16.0,12.0,16.0,16.0,13.0,16.0,16.0,14.0,15.0,16.0,16.0,16.0,16.0,15.0,11.0,16.0,16.0,15.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,15.0,16.0,16.0
ep12,16.0,16.0,12.0,14.0,16.0,16.0,16.0,14.0,15.0,16.0,16.0,16.0,16.0,14.0,14.0,11.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,11.0,15.0,15.0,16.0,15.0,9.0,16.0,16.0,14.0,14.0,16.0,13.0,15.0,16.0,14.0,15.0,16.0,16.0,15.0,16.0,14.0,11.0,16.0,14.0,15.0,16.0,16.0
ep13,15.0,12.0,16.0,9.0,15.0,16.0,9.0,11.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,9.0,13.0,15.0,16.0,16.0,16.0,16.0,16.0,9.0,16.0,16.0,15.0,15.0,14.0,16.0,11.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,13.0,16.0,14.0,15.0,16.0,14.0,12.0,16.0,15.0,16.0
ep14,8.0,16.0,15.0,16.0,16.0,13.0,13.0,16.0,7.0,13.0,16.0,16.0,16.0,12.0,11.0,9.0,14.0,9.0,16.0,16.0,16.0,16.0,15.0,16.0,13.0,11.0,16.0,16.0,15.0,13.0,15.0,16.0,16.0,16.0,16.0,16.0,12.0,13.0,16.0,16.0,16.0,15.0,10.0,13.0,16.0,16.0,16.0,13.0,13.0,16.0
ep15,10.0,13.0,11.0,15.0,16.0,11.0,16.0,7.0,16.0,16.0,14.0,16.0,16.0,14.0,11.0,14.0,16.0,16.0,14.0,10.0,16.0,14.0,16.0,13.0,16.0,16.0,14.0,16.0,15.0,16.0,13.0,14.0,16.0,16.0,16.0,16.0,9.0,13.0,11.0,16.0,16.0,9.0,16.0,14.0,12.0,16.0,16.0,16.0,16.0,16.0
ep16,13.0,16.0,16.0,16.0,11.0,16.0,14.0,15.0,16.0,11.0,14.0,16.0,16.0,16.0,16.0,12.0,16.0,16.0,16.0,13.0,13.0,7.0,16.0,11.0,16.0,11.0,16.0,11.0,11.0,11.0,16.0,16.0,15.0,16.0,8.0,16.0,16.0,16.0,15.0,16.0,16.0,11.0,15.0,11.0,15.0,16.0,15.0,15.0,16.0,13.0
ep17,13.0,15.0,16.0,13.0,13.0,15.0,16.0,15.0,14.0,16.0,16.0,11.0,13.0,16.0,16.0,13.0,9.0,16.0,13.0,16.0,16.0,16.0,13.0,16.0,16.0,13.0,14.0,16.0,16.0,16.0,11.0,16.0,16.0,16.0,10.0,16.0,14.0,16.0,16.0,12.0,16.0,13.0,15.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0
ep18,16.0,16.0,16.0,16.0,15.0,16.0,16.0,15.0,16.0,11.0,16.0,16.0,16.0,15.0,16.0,16.0,15.0,16.0,16.0,14.0,16.0,16.0,12.0,16.0,16.0,16.0,12.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,12.0,16.0,14.0,16.0,15.0,16.0,15.0,14.0,16.0,10.0,16.0,7.0,16.0,13.0
ep19,16.0,9.0,16.0,13.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,12.0,14.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,9.0,16.0,13.0,14.0,16.0,16.0,16.0,13.0,16.0,16.0,15.0,15.0,16.0,16.0,13.0,16.0,16.0,11.0,16.0,16.0,12.0,16.0,12.0
ep20,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,14.0,16.0,16.0,14.0,16.0,16.0,9.0,15.0,10.0,16.0,16.0,14.0,16.0,16.0,10.0,16.0,16.0,11.0,14.0,15.0,16.0,16.0,14.0,12.0,16.0,16.0,7.0,16.0,16.0,16.0,16.0,15.0,12.0,16.0,10.0,16.0,16.0,16.0,16.0,16.0,16.0
ep21,9.0,11.0,13.0,16.0,16.0,10.0,14.0,16.0,16.0,16.0,16.0,15.0,14.0,16.0,16.0,15.0,11.0,15.0,16.0,16.0,16.0,16.0,13.0,15.0,14.0,14.0,10.0,11.0,16.0,16.0,12.0,16.0,15.0,16.0,13.0,16.0,16.0,16.0,12.0,15.0,16.0,15.0,16.0,16.0,11.0,16.0,14.0,9.0,15.0,16.0
ep22,16.0,14.0,14.0,15.0,16.0,16.0,16.0,16.0,13.0,16.0,16.0,14.0,16.0,9.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,15.0,14.0,16.0,16.0,8.0,16.0,16.0,16.0,16.0,15.0,14.0,16.0,12.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,15.0,13.0,15.0,14.0,16.0,16.0,11.0,16.0,16.0
ep23,10.0,16.0,16.0,16.0,14.0,16.0,16.0,12.0,13.0,16.0,16.0,12.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,12.0,8.0,16.0,16.0,9.0,16.0,16.0,14.0,15.0,16.0,16.0,11.0,13.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,13.0,15.0,16.0,16.0
ep24,12.0,15.0,13.0,16.0,11.0,15.0,16.0,11.0,13.0,16.0,16.0,14.0,13.0,16.0,16.0,16.0,14.0,16.0,11.0,14.0,16.0,16.0,16.0,15.0,13.0,11.0,16.0,9.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,10.0,15.0,16.0,16.0,11.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0
ep25,14.0,16.0,16.0,16.0,14.0,15.0,13.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,15.0,16.0,16.0,16.0,16.0,7.0,14.0,16.0,16.0,16.0,15.0,15.0,16.0,16.0,13.0,14.0,16.0,11.0,15.0,16.0,16.0,16.0,16.0,14.0,15.0,16.0,16.0,15.0,10.0,16.0,16.0
ep26,16.0,16.0,16.0,15.0,12.0,16.0,16.0,16.0,13.0,16.0,13.0,12.0,16.0,16.0,16.0,15.0,15.0,16.0,13.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,15.0,16.0,12.0,14.0,16.0,13.0,16.0,11.0,11.0,13.0,16.0,16.0,11.0,9.0,14.0,16.0,13.0,12.0,16.0,16.0
ep27,14.0,16.0,15.0,15.0,11.0,16.0,16.0,16.0,16.0,11.0,16.0,16.0,11.0,16.0,16.0,14.0,16.0,14.0,16.0,16.0,14.0,9.0,16.0,16.0,15.0,16.0,16.0,11.0,14.0,16.0,16.0,15.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,14.0,16.0,15.0,16.0,14.0,16.0,9.0,16.0,16.0,9.0,16.0
ep28,16.0,13.0,15.0,15.0,16.0,16.0,16.0,16.0,15.0,16.0,14.0,16.0,16.0,16.0,16.0,13.0,15.0,11.0,16.0,16.0,16.0,14.0,16.0,11.0,16.0,12.0,16.0,16.0,14.0,11.0,16.0,16.0,16.0,16.0,16.0,11.0,14.0,14.0,16.0,15.0,12.0,16.0,16.0,11.0,16.0,15.0,16.0,16.0,15.0,16.0
ep29,12.0,16.0,7.0,16.0,13.0,16.0,16.0,16.0,16.0,16.0,11.0,11.0,16.0,14.0,13.0,16.0,16.0,16.0,15.0,16.0,11.0,16.0,12.0,14.0,16.0,12.0,14.0,16.0,16.0,15.0,14.0,12.0,16.0,16.0,14.0,16.0,16.0,15.0,13.0,16.0,16.0,15.0,14.0,11.0,14.0,16.0,16.0,13.0,7.0,10.0
ep30,7.0,16.0,12.0,16.0,16.0,16.0,13.0,13.0,11.0,8.0,11.0,16.0,16.0,15.0,14.0,16.0,16.0,16.0,16.0,16.0,13.0,12.0,16.0,16.0,11.0,12.0,13.0,7.0,14.0,16.0,12.0,14.0,16.0,16.0,16.0,14.0,11.0,9.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,16.0,11.0,16.0,9.0,16.0
ep31,16.0,16.0,10.0,16.0,16.0,16.0,14.0,16.0,14.0,15.0,16.0,13.0,16.0,16.0,10.0,11.0,16.0,15.0,9.0,16.0,7.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,10.0,14.0,16.0,16.0,12.0,16.0,14.0,13.0,12.0,16.0,16.0,16.0,16.0
ep32,16.0,15.0,12.0,16.0,16.0,15.0,16.0,11.0,14.0,15.0,16.0,16.0,15.0,16.0,14.0,16.0,16.0,14.0,16.0,16.0,10.0,16.0,15.0,16.0,16.0,16.0,13.0,11.0,14.0,11.0,15.0,9.0,15.0,16.0,9.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,11.0,14.0,9.0,16.0,16.0,14.0,7.0
ep33,10.0,16.0,15.0,10.0,15.0,16.0,16.0,16.0,16.0,10.0,16.0,16.0,16.0,13.0,12.0,16.0,13.0,14.0,16.0,16.0,16.0,15.0,16.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,13.0,9.0,14.0,13.0,16.0,15.0,16.0,16.0,13.0,13.0,14.0
ep34,15.0,12.0,12.0,14.0,16.0,16.0,16.0,16.0,13.0,10.0,7.0,12.0,16.0,15.0,16.0,16.0,16.0,16.0,9.0,16.0,16.0,9.0,11.0,16.0,7.0,16.0,9.0,7.0,14.0,14.0,16.0,16.0,13.0,16.0,16.0,16.0,12.0,16.0,16.0,12.0,16.0,16.0,16.0,11.0,14.0,16.0,13.0,16.0,16.0,13.0
ep35,15.0,15.0,16.0,9.0,8.0,13.0,16.0,9.0,16.0,16.0,14.0,11.0,15.0,12.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,15.0,16.0,16.0,10.0,14.0,16.0,16.0,15.0,16.0,16.0
ep36,7.0,16.0,15.0,12.0,15.0,16.0,16.0,16.0,15.0,12.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,11.0,16.0,9.0,12.0,12.0,16.0,16.0,16.0,14.0,16.0,16.0,15.0,13.0,16.0,16.0,15.0,10.0,16.0,15.0,16.0,16.0,16.0,15.0,14.0,13.0,16.0,13.0,16.0,16.0,16.0,13.0
ep37,16.0,16.0,10.0,16.0,14.0,11.0,16.0,16.0,16.0,16.0,13.0,15.0,16.0,14.0,13.0,13.0,15.0,16.0,16.0,15.0,16.0,16.0,14.0,8.0,13.0,12.0,13.0,16.0,15.0,16.0,16.0,16.0,15.0,16.0,16.0,14.0,7.0,7.0,16.0,14.0,14.0,16.0,10.0,16.0,16.0,16.0,13.0,16.0,16.0,14.0
ep38,16.0,13.0,14.0,11.0,11.0,16.0,10.0,16.0,15.0,16.0,16.0,15.0,15.0,12.0,13.0,7.0,13.0,16.0,11.0,16.0,14.0,16.0,16.0,16.0,16.0,12.0,16.0,16.0,15.0,9.0,16.0,16.0,14.0,16.0,13.0,16.0,14.0,16.0,14.0,9.0,14.0,16.0,15.0,16.0,16.0,16.0,13.0,15.0,16.0,16.0
ep39,14.0,16.0,16.0,16.0,14.0,16.0,16.0,15.0,13.0,10.0,16.0,14.0,13.0,14.0,16.0,16.0,16.0,16.0,14.0,10.0,15.0,16.0,16.0,14.0,12.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,10.0,16.0,12.0,15.0,11.0,16.0,9.0,13.0,16.0,7.0,16.0,13.0,15.0,15.0,16.0,16.0,13.0
ep40,15.0,16.0,16.0,14.0,16.0,13.0,16.0,14.0,16.0,13.0,16.0,13.0,16.0,13.0,16.0,16.0,13.0,14.0,14.0,16.0,15.0,12.0,16.0,12.0,16.0,14.0,16.0,15.0,16.0,15.0,16.0,16.0,16.0,16.0,14.0,9.0,16.0,15.0,16.0,16.0,16.0,13.0,16.0,10.0,9.0,13.0,16.0,16.0,16.0,16.0
ep41,8.0,10.0,15.0,14.0,13.0,7.0,14.0,16.0,16.0,16.0,15.0,16.0,15.0,11.0,11.0,16.0,12.0,14.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,14.0,13.0,14.0,16.0,16.0,16.0,16.0,16.0,11.0,16.0,16.0,14.0,16.0,16.0,12.0,10.0,16.0,16.0,16.0,11.0,16.0,14.0,16.0,10.0,11.0
ep42,15.0,16.0,16.0,16.0,14.0,16.0,14.0,15.0,15.0,16.0,16.0,15.0,16.0,15.0,16.0,16.0,16.0,14.0,13.0,16.0,16.0,16.0,16.0,16.0,11.0,7.0,16.0,16.0,13.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,11.0,13.0,16.0,16.0,15.0,11.0,14.0,14.0,16.0,16.0,16.0,13.0,13.0,16.0
ep43,10.0,16.0,15.0,16.0,16.0,16.0,16.0,13.0,16.0,10.0,16.0,16.0,15.0,12.0,16.0,16.0,16.0,16.0,12.0,16.0,16.0,16.0,11.0,14.0,16.0,16.0,16.0,14.0,15.0,16.0,11.0,13.0,16.0,13.0,16.0,16.0,13.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,15.0
ep44,16.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,7.0,16.0,12.0,16.0,15.0,12.0,16.0,16.0,14.0,16.0,13.0,14.0,14.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,14.0,16.0,10.0,7.0,16.0,15.0,15.0,15.0,16.0,12.0,16.0,16.0,7.0
ep45,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,11.0,14.0,16.0,16.0,16.0,13.0,14.0,15.0,15.0,15.0,16.0,15.0,16.0,14.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,13.0,15.0,16.0,12.0,15.0,16.0,15.0,13.0,16.0,16.0,7.0,11.0,16.0,7.0,16.0,16.0,16.0,16.0,14.0,16.0,11.0
ep46,16.0,16.0,15.0,16.0,11.0,16.0,15.0,16.0,15.0,16.0,9.0,16.0,11.0,12.0,16.0,14.0,15.0,13.0,16.0,16.0,16.0,12.0,9.0,13.0,16.0,16.0,16.0,16.0,16.0,11.0,11.0,16.0,16.0,16.0,16.0,16.0,7.0,16.0,15.0,13.0,14.0,15.0,13.0,16.0,14.0,14.0,16.0,16.0,16.0,9.0
ep47,9.0,7.0,14.0,15.0,16.0,16.0,12.0,15.0,15.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,9.0,14.0,16.0,13.0,16.0,16.0,11.0,14.0,11.0,16.0,16.0,13.0,16.0,12.0,11.0,16.0,14.0,16.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,14.0,16.0,14.0
ep48,15.0,15.0,16.0,13.0,14.0,13.0,14.0,13.0,15.0,14.0,16.0,13.0,16.0,16.0,16.0,15.0,13.0,16.0,16.0,7.0,16.0,15.0,14.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,16.0,16.0,15.0,7.0,14.0,14.0,16.0,15.0,15.0,9.0,13.0,14.0,14.0,16.0,16.0,16.0,13.0,16.0,15.0,12.0
ep49,16.0,10.0,11.0,14.0,16.0,16.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,14.0,15.0,16.0,14.0,7.0,16.0,16.0,16.0,16.0,16.0,13.0,11.0,15.0,16.0,12.0,15.0,14.0,16.0,7.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,15.0,14.0,14.0,16.0,15.0,16.0,16.0,16.0
ep50,10.0,16.0,16.0,11.0,16.0,13.0,15.0,11.0,16.0,16.0,16.0,11.0,16.0,15.0,16.0,16.0,16.0,14.0,16.0,16.0,13.0,16.0,16.0,11.0,16.0,13.0,14.0,11.0,16.0,7.0,16.0,13.0,9.0,16.0,16.0,16.0,16.0,16.0,16.0,9.0,15.0,16.0,15.0,12.0,14.0,16.0,11.0,11.0,15.0,16.0
ep51,10.0,16.0,16.0,13.0,14.0,16.0,7.0,16.0,16.0,16.0,9.0,16.0,16.0,16.0,16.0,14.0,16.0,13.0,15.0,14.0,16.0,14.0,16.0,12.0,16.0,16.0,16.0,11.0,16.0,14.0,16.0,14.0,16.0,9.0,16.0,12.0,16.0,16.0,16.0,16.0,16.0,11.0,14.0,15.0,16.0,14.0,16.0,16.0,11.0,16.0
ep52,15.0,16.0,13.0,15.0,16.0,16.0,9.0,16.0,16.0,16.0,7.0,16.0,15.0,16.0,7.0,7.0,16.0,16.0,11.0,10.0,16.0,11.0,13.0,13.0,11.0,16.0,16.0,16.0,16.0,16.0,14.0,13.0,14.0,14.0,12.0,8.0,15.0,16.0,9.0,7.0,16.0,15.0,14.0,15.0,13.0,16.0,16.0,14.0,16.0,14.0
ep53,13.0,16.0,16.0,16.0,9.0,16.0,11.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,15.0,7.0,16.0,16.0,16.0,9.0,15.0,14.0,16.0,16.0,14.0,12.0,16.0,15.0,7.0,9.0,16.0,16.0,16.0,16.0,13.0,15.0,16.0,11.0,15.0,16.0,16.0,16.0,16.0,13.0,16.0,9.0
ep54,13.0,16.0,12.0,7.0,16.0,15.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,12.0,16.0,15.0,16.0,15.0,13.0,16.0,15.0,16.0,16.0,11.0,16.0,16.0,13.0,16.0,13.0,16.0,16.0,16.0,14.0,16.0,16.0,13.0,16.0,16.0,16.0,16.0,16.0,14.0,15.0,14.0,16.0
ep55,15.0,15.0,15.0,16.0,16.0,16.0,14.0,16.0,16.0,13.0,14.0,16.0,10.0,16.0,16.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,12.0,16.0,16.0,15.0,16.0,16.0,12.0,16.0,16.0,16.0,16.0,14.0,15.0,16.0,16.0,15.0,12.0,12.0,16.0,16.0,11.0,11.0,7.0,14.0,16.0
ep56,9.0,16.0,16.0,16.0,13.0,15.0,16.0,16.0,13.0,15.0,16.0,11.0,16.0,15.0,16.0,14.0,16.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,11.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,11.0,16.0,16.0,16.0,14.0,15.0,16.0,12.0,16.0,13.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0
ep57,16.0,16.0,14.0,15.0,16.0,11.0,16.0,7.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,12.0,13.0,14.0,15.0,13.0,14.0,15.0,15.0,16.0,16.0,16.0,16.0,13.0,10.0,14.0,16.0,16.0,16.0,11.0,16.0,16.0,12.0,15.0,16.0,11.0,15.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0
ep58,16.0,11.0,16.0,12.0,16.0,16.0,16.0,14.0,11.0,15.0,16.0,16.0,16.0,7.0,15.0,9.0,9.0,15.0,16.0,16.0,9.0,11.0,16.0,16.0,12.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,15.0,14.0,14.0,14.0,16.0,16.0,13.0,16.0,15.0,16.0,11.0,16.0,16.0,13.0
ep59,16.0,16.0,13.0,16.0,12.0,11.0,13.0,16.0,16.0,15.0,16.0,11.0,16.0,16.0,16.0,7.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,10.0,16.0,16.0,16.0,16.0,16.0,12.0,16.0,12.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,11.0,15.0,16.0,12.0,16.0
ep60,16.0,16.0,16.0,11.0,11.0,9.0,13.0,16.0,14.0,14.0,16.0,9.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,14.0,11.0,13.0,15.0,16.0,16.0,16.0,16.0,13.0,16.0,16.0,15.0,16.0,14.0,16.0,16.0,16.0,15.0,12.0,16.0,16.0,15.0,16.0,16.0,16.0,11.0,16.0,13.0,12.0,16.0,12.0
ep61,16.0,16.0,16.0,16.0,12.0,9.0,15.0,16.0,15.0,10.0,9.0,16.0,13.0,16.0,13.0,10.0,16.0,16.0,13.0,16.0,14.0,10.0,13.0,16.0,13.0,16.0,11.0,16.0,16.0,15.0,16.0,16.0,15.0,9.0,9.0,16.0,16.0,16.0,16.0,13.0,16.0,14.0,16.0,14.0,16.0,11.0,16.0,15.0,16.0,16.0
ep62,16.0,16.0,16.0,16.0,9.0,14.0,13.0,16.0,15.0,16.0,14.0,16.0,13.0,15.0,16.0,15.0,16.0,16.0,11.0,14.0,15.0,7.0,14.0,16.0,16.0,13.0,15.0,9.0,15.0,16.0,16.0,13.0,16.0,16.0,15.0,16.0,15.0,9.0,16.0,16.0,13.0,7.0,13.0,15.0,14.0,15.0,15.0,16.0,9.0,12.0
ep63,16.0,13.0,16.0,13.0,14.0,16.0,16.0,16.0,14.0,13.0,15.0,16.0,16.0,16.0,12.0,9.0,16.0,16.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,16.0,15.0,13.0,13.0,16.0,16.0,16.0,16.0,13.0,13.0,14.0,16.0,11.0,16.0,15.0,15.0,15.0,16.0,14.0,16.0
ep64,16.0,16.0,16.0,16.0,15.0,16.0,9.0,16.0,16.0,16.0,16.0,10.0,16.0,14.0,16.0,16.0,16.0,16.0,15.0,16.0,12.0,16.0,16.0,13.0,16.0,16.0,14.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,12.0,16.0,13.0,13.0,16.0,12.0,16.0,16.0,13.0,16.0,16.0,16.0,14.0,15.0,16.0
ep65,14.0,16.0,15.0,16.0,12.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,15.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,16.0,16.0,10.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,12.0,16.0,14.0,16.0,16.0,15.0,16.0,16.0
ep66,15.0,16.0,16.0,14.0,16.0,15.0,16.0,16.0,11.0,16.0,14.0,16.0,7.0,15.0,16.0,11.0,16.0,12.0,16.0,13.0,16.0,16.0,15.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,13.0,15.0,14.0,15.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,12.0,9.0,15.0,7.0,15.0,14.0,15.0,16.0,16.0
